dram_socket1,core_socket1,pkg_socket1,dram_socket2,core_socket2,pkg_socket2,timestamp
52665.613281,0.000000,108474.429688,21039.855469,0.000000,205657.562500,1624605563422761
52665.613281,0.000000,108474.445312,21039.857422,0.000000,205657.578125,1624605563423916
52665.617188,0.000000,108474.453125,21039.859375,0.000000,205657.593750,1624605563425068
52665.617188,0.000000,108474.460938,21039.861328,0.000000,205657.609375,1624605563426220
52665.617188,0.000000,108474.476562,21039.863281,0.000000,205657.625000,1624605563427375
52665.617188,0.000000,108474.484375,21039.865234,0.000000,205657.640625,1624605563428530
52665.617188,0.000000,108474.492188,21039.867188,0.000000,205657.671875,1624605563429686
52665.617188,0.000000,108474.507812,21039.869141,0.000000,205657.687500,1624605563430840
52665.617188,0.000000,108474.515625,21039.871094,0.000000,205657.703125,1624605563431993
52665.617188,0.000000,108474.523438,21039.873047,0.000000,205657.718750,1624605563433146
52665.617188,0.000000,108474.531250,21039.875000,0.000000,205657.734375,1624605563434300
52665.617188,0.000000,108474.546875,21039.876953,0.000000,205657.750000,1624605563435454
52665.617188,0.000000,108474.554688,21039.878906,0.000000,205657.765625,1624605563436608
52665.617188,0.000000,108474.562500,21039.884766,0.000000,205657.796875,1624605563437761
52665.617188,0.000000,108474.578125,21039.888672,0.000000,205657.812500,1624605563438917
